id,district_id,name,bn_name,lat,lon,url
1,1,Debidwar,দেবিদ্বার,23.5965294,90.9935327,debidwar.comilla.gov.bd
2,1,Barura,বরুড়া,17.7510911,77.5547568,barura.comilla.gov.bd
3,1,Brahmanpara,ব্রাহ্মণপাড়া,23.6145423,91.1066131,brahmanpara.comilla.gov.bd
4,1,Chandina,চান্দিনা,23.4883756,91.0078123,chandina.comilla.gov.bd
5,1,Chauddagram,চৌদ্দগ্রাম,23.22597,91.3134783,chauddagram.comilla.gov.bd
6,1,Daudkandi,দাউদকান্দি,23.5373475,90.7152458,daudkandi.comilla.gov.bd
7,1,Homna,হোমনা,23.693863,90.7809834,homna.comilla.gov.bd
8,1,Laksam,লাকসাম,23.2362647,91.1198271,laksam.comilla.gov.bd
9,1,Muradnagar,মুরাদনগর,28.7733808,77.5033582,muradnagar.comilla.gov.bd
10,1,Nangalkot,নাঙ্গলকোট,0.0,0.0,nangalkot.comilla.gov.bd
11,1,Comilla Sadar,কুমিল্লা সদর,23.4553504,91.1816815,comillasadar.comilla.gov.bd
12,1,Meghna,মেঘনা,23.4342874,90.5831225,meghna.comilla.gov.bd
13,1,Monohargonj,মনোহরগঞ্জ,0.0,0.0,monohargonj.comilla.gov.bd
14,1,Sadarsouth,সদর দক্ষিণ,0.0,0.0,sadarsouth.comilla.gov.bd
15,1,Titas,তিতাস,5.8284448,-73.0350094,titas.comilla.gov.bd
16,1,Burichang,বুড়িচং,23.5598424,91.1259324,burichang.comilla.gov.bd
17,1,Lalmai,লালমাই,23.2876976,91.1278632,lalmai.comilla.gov.bd
18,2,Chhagalnaiya,ছাগলনাইয়া,0.0,0.0,chhagalnaiya.feni.gov.bd
19,2,Feni Sadar,ফেনী সদর,0.0,0.0,sadar.feni.gov.bd
20,2,Sonagazi,সোনাগাজী,0.0,0.0,sonagazi.feni.gov.bd
21,2,Fulgazi,ফুলগাজী,0.0,0.0,fulgazi.feni.gov.bd
22,2,Parshuram,পরশুরাম,17.5580167,73.5020833,parshuram.feni.gov.bd
23,2,Daganbhuiyan,দাগনভূঞা,22.9372022,91.3026932,daganbhuiyan.feni.gov.bd
24,3,Brahmanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,24.0755411,91.1123798,sadar.brahmanbaria.gov.bd
25,3,Kasba,কসবা,25.8779519,87.54692722176809,kasba.brahmanbaria.gov.bd
26,3,Nasirnagar,নাসিরনগর,24.1928465,91.1946433,nasirnagar.brahmanbaria.gov.bd
27,3,Sarail,সরাইল,44.8981185,-0.4434221,sarail.brahmanbaria.gov.bd
28,3,Ashuganj,আশুগঞ্জ,24.0335326,90.9972445,ashuganj.brahmanbaria.gov.bd
29,3,Akhaura,আখাউড়া,23.8681221,91.2088835,akhaura.brahmanbaria.gov.bd
30,3,Nabinagar,নবীনগর,24.642785,84.09682117180051,nabinagar.brahmanbaria.gov.bd
31,3,Bancharampur,বাঞ্ছারামপুর,23.7782766,90.8058623,bancharampur.brahmanbaria.gov.bd
32,3,Bijoynagar,বিজয়নগর,23.9532717,88.0458095,bijoynagar.brahmanbaria.gov.bd    
33,4,Rangamati Sadar,রাঙ্গামাটি সদর,22.3247706,92.1460867,sadar.rangamati.gov.bd
34,4,Kaptai,কাপ্তাই,22.5046788,92.2111444,kaptai.rangamati.gov.bd
35,4,Kawkhali,কাউখালী,22.6261283,90.0592775,kawkhali.rangamati.gov.bd
36,4,Baghaichari,বাঘাইছড়ি,0.0,0.0,baghaichari.rangamati.gov.bd
37,4,Barkal,বরকল,22.7987515,92.3290415,barkal.rangamati.gov.bd
38,4,Langadu,লংগদু,0.0,0.0,langadu.rangamati.gov.bd
39,4,Rajasthali,রাজস্থলী,22.1960184,70.4389963,rajasthali.rangamati.gov.bd
40,4,Belaichari,বিলাইছড়ি,0.0,0.0,belaichari.rangamati.gov.bd
41,4,Juraichari,জুরাছড়ি,22.6739081,92.3811092,juraichari.rangamati.gov.bd
42,4,Naniarchar,নানিয়ারচর,0.0,0.0,naniarchar.rangamati.gov.bd
43,5,Noakhali Sadar,নোয়াখালী সদর,0.0,0.0,sadar.noakhali.gov.bd
44,5,Companiganj,কোম্পানীগঞ্জ,23.6375741,90.971007,companiganj.noakhali.gov.bd
45,5,Begumganj,বেগমগঞ্জ,22.9421436,91.0996725,begumganj.noakhali.gov.bd
46,5,Hatia,হাতিয়া,23.2991479,85.3234589,hatia.noakhali.gov.bd
47,5,Subarnachar,সুবর্ণচর,0.0,0.0,subarnachar.noakhali.gov.bd
48,5,Kabirhat,কবিরহাট,22.8220772,91.1170328,kabirhat.noakhali.gov.bd
49,5,Senbug,সেনবাগ,0.0,0.0,senbug.noakhali.gov.bd
50,5,Chatkhil,চাটখিল,23.063094,90.9723615,chatkhil.noakhali.gov.bd
51,5,Sonaimori,সোনাইমুড়ী,24.00115625,90.77353878192967,sonaimori.noakhali.gov.bd
52,6,Haimchar,হাইমচর,23.0966624,90.6607486,haimchar.chandpur.gov.bd
53,6,Kachua,কচুয়া,23.1504621,89.2700099,kachua.chandpur.gov.bd
54,6,Shahrasti,শাহরাস্তি	,26.2256201,50.5924083,shahrasti.chandpur.gov.bd
55,6,Chandpur Sadar,চাঁদপুর সদর,25.3075653,82.9507893,sadar.chandpur.gov.bd
56,6,Matlab South,মতলব দক্ষিণ,23.3400396,90.7106389,matlabsouth.chandpur.gov.bd
57,6,Hajiganj,হাজীগঞ্জ,23.2537284,90.8528584,hajiganj.chandpur.gov.bd
58,6,Matlab North,মতলব উত্তর,23.3400396,90.7106389,matlabnorth.chandpur.gov.bd
59,6,Faridgonj,ফরিদগঞ্জ,23.0774886,90.7655479,faridgonj.chandpur.gov.bd
60,7,Lakshmipur Sadar,লক্ষ্মীপুর সদর,22.9344195,90.8326514,sadar.lakshmipur.gov.bd
61,7,Kamalnagar,কমলনগর,18.2406264,77.1787242,kamalnagar.lakshmipur.gov.bd
62,7,Raipur,রায়পুর,21.2379469,81.6336833,raipur.lakshmipur.gov.bd
63,7,Ramgati,রামগতি,22.916415,90.8375765,ramgati.lakshmipur.gov.bd
64,7,Ramganj,রামগঞ্জ,26.3249609,88.2873236,ramganj.lakshmipur.gov.bd
65,8,Rangunia,রাঙ্গুনিয়া,22.45607565,92.02744288246302,rangunia.chittagong.gov.bd
66,8,Sitakunda,সীতাকুন্ড,22.617691200000003,91.65936073313767,sitakunda.chittagong.gov.bd
67,8,Mirsharai,মীরসরাই,22.845257150000002,91.55046437143102,mirsharai.chittagong.gov.bd
68,8,Patiya,পটিয়া,21.5939437,77.0549494,patiya.chittagong.gov.bd
69,8,Sandwip,সন্দ্বীপ,22.6171321,91.6530453,sandwip.chittagong.gov.bd
70,8,Banshkhali,বাঁশখালী,22.0084916,91.9478252,banshkhali.chittagong.gov.bd
71,8,Boalkhali,বোয়ালখালী,22.1902847,90.7703044,boalkhali.chittagong.gov.bd
72,8,Anwara,আনোয়ারা,22.2234427,91.8754871,anwara.chittagong.gov.bd
73,8,Chandanaish,চন্দনাইশ,22.24184855,92.02175471129706,chandanaish.chittagong.gov.bd
74,8,Satkania,সাতকানিয়া,22.074247,92.0576236,satkania.chittagong.gov.bd
75,8,Lohagara,লোহাগাড়া,25.8514804,87.8442549,lohagara.chittagong.gov.bd
76,8,Hathazari,হাটহাজারী,22.498691,91.8071182,hathazari.chittagong.gov.bd
77,8,Fatikchhari,ফটিকছড়ি,22.6843172,91.7890082,fatikchhari.chittagong.gov.bd
78,8,Raozan,রাউজান,22.458026349999997,91.977688994239,raozan.chittagong.gov.bd
79,8,Karnafuli,কর্ণফুলী,22.458903,92.033157,karnafuli.chittagong.gov.bd
80,9,Coxsbazar Sadar,কক্সবাজার সদর,21.4408169,91.9768317373683,sadar.coxsbazar.gov.bd
81,9,Chakaria,চকরিয়া,21.7662726,92.076021,chakaria.coxsbazar.gov.bd
82,9,Kutubdia,কুতুবদিয়া,21.8174558,91.8531978,kutubdia.coxsbazar.gov.bd
83,9,Ukhiya,উখিয়া,21.2182492,92.1441529,ukhiya.coxsbazar.gov.bd
84,9,Moheshkhali,মহেশখালী,21.5164749,91.9801689,moheshkhali.coxsbazar.gov.bd
85,9,Pekua,পেকুয়া,-25.3828091,-57.5729607,pekua.coxsbazar.gov.bd
86,9,Ramu,রামু,-4.751162,144.7280082,ramu.coxsbazar.gov.bd
87,9,Teknaf,টেকনাফ,20.8684566,92.298748,teknaf.coxsbazar.gov.bd
88,10,Khagrachhari Sadar,খাগড়াছড়ি সদর,23.11736725,91.97533045855548,sadar.khagrachhari.gov.bd
89,10,Dighinala,দিঘীনালা,23.2426457,92.0667283,dighinala.khagrachhari.gov.bd
90,10,Panchari,পানছড়ি,23.2951052,91.8968907,panchari.khagrachhari.gov.bd
91,10,Laxmichhari,লক্ষীছড়ি,0.0,0.0,laxmichhari.khagrachhari.gov.bd
92,10,Mohalchari,মহালছড়ি,22.9360088,92.0294073,mohalchari.khagrachhari.gov.bd
93,10,Manikchari,মানিকছড়ি,22.849548,91.8413206,manikchari.khagrachhari.gov.bd
94,10,Ramgarh,রামগড়,23.598775949999997,85.53691564663127,ramgarh.khagrachhari.gov.bd
95,10,Matiranga,মাটিরাঙ্গা,23.0444506,91.8684916,matiranga.khagrachhari.gov.bd
96,10,Guimara,গুইমারা,42.8993048,-6.6896929,guimara.khagrachhari.gov.bd
97,11,Bandarban Sadar,বান্দরবান সদর,22.1972889,92.2217498,sadar.bandarban.gov.bd
98,11,Alikadam,আলীকদম,21.6529421,92.3129482,alikadam.bandarban.gov.bd
99,11,Naikhongchhari,নাইক্ষ্যংছড়ি,0.0,0.0,naikhongchhari.bandarban.gov.bd
100,11,Rowangchhari,রোয়াংছড়ি,22.178365550000002,92.33778784566442,rowangchhari.bandarban.gov.bd
101,11,Lama,লামা,42.5767128,9.1717394,lama.bandarban.gov.bd
102,11,Ruma,রুমা,41.8933203,12.4829321,ruma.bandarban.gov.bd
103,11,Thanchi,থানচি,21.815601049999998,92.4392300364703,thanchi.bandarban.gov.bd
104,12,Belkuchi,বেলকুচি,24.2970659,89.6956757,belkuchi.sirajganj.gov.bd
105,12,Chauhali,চৌহালি,0.0,0.0,chauhali.sirajganj.gov.bd
106,12,Kamarkhand,কামারখন্দ,0.0,0.0,kamarkhand.sirajganj.gov.bd
107,12,Kazipur,কাজীপুর,28.577913,76.8824641,kazipur.sirajganj.gov.bd
108,12,Raigonj,রায়গঞ্জ,0.0,0.0,raigonj.sirajganj.gov.bd
109,12,Shahjadpur,শাহজাদপুর,23.7942325,90.42373439688129,shahjadpur.sirajganj.gov.bd
110,12,Sirajganj Sadar,সিরাজগঞ্জ সদর,0.0,0.0,sirajganjsadar.sirajganj.gov.bd
111,12,Tarash,তাড়াশ,45.4665476,20.2005346,tarash.sirajganj.gov.bd
112,12,Ullapara,উল্লাপাড়া,24.4228721,89.3722144,ullapara.sirajganj.gov.bd
113,13,Sujanagar,সুজানগর,24.39653615,88.6048759460208,sujanagar.pabna.gov.bd
114,13,Ishurdi,ঈশ্বরদী,24.1285847,89.0653214,ishurdi.pabna.gov.bd
115,13,Bhangura,ভাঙ্গুড়া,17.6939366,77.4456727,bhangura.pabna.gov.bd
116,13,Pabna Sadar,পাবনা সদর,24.005,89.25,pabnasadar.pabna.gov.bd
117,13,Bera,বেড়া,43.2813278,-1.6796472,bera.pabna.gov.bd
118,13,Atghoria,আটঘরিয়া,0.0,0.0,atghoria.pabna.gov.bd
119,13,Chatmohar,চাটমোহর,24.2313834,89.290206,chatmohar.pabna.gov.bd
120,13,Santhia,সাঁথিয়া,45.366259,8.172627,santhia.pabna.gov.bd
121,13,Faridpur,ফরিদপুর,28.19334815,79.54195008128515,faridpur.pabna.gov.bd
122,14,Kahaloo,কাহালু,0.0,0.0,kahaloo.bogra.gov.bd
123,14,Bogra Sadar,বগুড়া সদর,24.850206,89.37265372505973,sadar.bogra.gov.bd
124,14,Shariakandi,সারিয়াকান্দি,0.0,0.0,shariakandi.bogra.gov.bd
125,14,Shajahanpur,শাজাহানপুর,23.7414996,90.4215495,shajahanpur.bogra.gov.bd
126,14,Dupchanchia,দুপচাচিঁয়া,24.8756907,89.1732126,dupchanchia.bogra.gov.bd
127,14,Adamdighi,আদমদিঘি,24.8191808,89.0440428,adamdighi.bogra.gov.bd
128,14,Nondigram,নন্দিগ্রাম,0.0,0.0,nondigram.bogra.gov.bd
129,14,Sonatala,সোনাতলা,25.0439508,89.4976649,sonatala.bogra.gov.bd
130,14,Dhunot,ধুনট,24.662635950000002,89.42037098836877,dhunot.bogra.gov.bd
131,14,Gabtali,গাবতলী,24.8770229,89.4512705,gabtali.bogra.gov.bd
132,14,Sherpur,শেরপুর,32.5981749,74.4925735,sherpur.bogra.gov.bd
133,14,Shibganj,শিবগঞ্জ,25.0140345,89.359789,shibganj.bogra.gov.bd
134,15,Paba,পবা,22.8140879,87.6788463,paba.rajshahi.gov.bd
135,15,Durgapur,দুর্গাপুর,23.5350475,87.3380425,durgapur.rajshahi.gov.bd
136,15,Mohonpur,মোহনপুর,23.7750467,90.3606871,mohonpur.rajshahi.gov.bd
137,15,Charghat,চারঘাট,24.2850601,88.7469909,charghat.rajshahi.gov.bd
138,15,Puthia,পুঠিয়া,24.3693187,88.8421421,puthia.rajshahi.gov.bd
139,15,Bagha,বাঘা,23.7191528,86.4106599,bagha.rajshahi.gov.bd
140,15,Godagari,গোদাগাড়ী,24.4581726,88.3285448,godagari.rajshahi.gov.bd
141,15,Tanore,তানোর,24.5891475,88.576128,tanore.rajshahi.gov.bd
142,15,Bagmara,বাগমারা,22.7999412,89.5617276,bagmara.rajshahi.gov.bd
143,16,Natore Sadar,নাটোর সদর,24.4165456,88.98257,natoresadar.natore.gov.bd
144,16,Singra,সিংড়া,40.655641,-1.3118667,singra.natore.gov.bd
145,16,Baraigram,বড়াইগ্রাম,24.6806549,92.3431778,baraigram.natore.gov.bd
146,16,Bagatipara,বাগাতিপাড়া,24.3694334,88.9521547,bagatipara.natore.gov.bd
147,16,Lalpur,লালপুর,34.333393,71.024591,lalpur.natore.gov.bd
148,16,Gurudaspur,গুরুদাসপুর,24.3679529,89.2325129,gurudaspur.natore.gov.bd
149,16,Naldanga,নলডাঙ্গা,25.4847385,89.4710442,naldanga.natore.gov.bd
150,17,Akkelpur,আক্কেলপুর,24.9667025,89.0169358,akkelpur.joypurhat.gov.bd
151,17,Kalai,কালাই,50.9488,1.87468,kalai.joypurhat.gov.bd
152,17,Khetlal,ক্ষেতলাল,24.9261107,89.3217673,khetlal.joypurhat.gov.bd
153,17,Panchbibi,পাঁচবিবি,25.1872769,89.0196664,panchbibi.joypurhat.gov.bd
154,17,Joypurhat Sadar,জয়পুরহাট সদর,0.0,0.0,joypurhatsadar.joypurhat.gov.bd
155,18,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,0.0,0.0,chapainawabganjsadar.chapainawabganj.gov.bd
156,18,Gomostapur,গোমস্তাপুর,0.0,0.0,gomostapur.chapainawabganj.gov.bd
157,18,Nachol,নাচোল,0.0,0.0,nachol.chapainawabganj.gov.bd
158,18,Bholahat,ভোলাহাট,24.7716996,88.1891552,bholahat.chapainawabganj.gov.bd
159,18,Shibganj,শিবগঞ্জ,25.0140345,89.359789,shibganj.chapainawabganj.gov.bd
160,19,Mohadevpur,মহাদেবপুর,24.9151918,88.7456574,mohadevpur.naogaon.gov.bd
161,19,Badalgachi,বদলগাছী,24.9682268,89.0291941,badalgachi.naogaon.gov.bd
162,19,Patnitala,পত্নিতলা,25.0289673,88.7034878,patnitala.naogaon.gov.bd
163,19,Dhamoirhat,ধামইরহাট,25.1559873,88.832894,dhamoirhat.naogaon.gov.bd
164,19,Niamatpur,নিয়ামতপুর,30.5111779,76.6339946,niamatpur.naogaon.gov.bd
165,19,Manda,মান্দা,11.6750639,-12.6257485179398,manda.naogaon.gov.bd
166,19,Atrai,আত্রাই,25.8245334,88.7298259,atrai.naogaon.gov.bd
167,19,Raninagar,রাণীনগর,23.9045257,89.5685712,raninagar.naogaon.gov.bd
168,19,Naogaon Sadar,নওগাঁ সদর,24.9129436,88.75321242886253,naogaonsadar.naogaon.gov.bd
169,19,Porsha,পোরশা,60.7239738,44.4888189,porsha.naogaon.gov.bd
170,19,Sapahar,সাপাহার,0.0,0.0,sapahar.naogaon.gov.bd
171,20,Manirampur,মণিরামপুর,23.0260235,89.2366229,manirampur.jessore.gov.bd
172,20,Abhaynagar,অভয়নগর,23.8454634,91.2888352,abhaynagar.jessore.gov.bd
173,20,Bagherpara,বাঘারপাড়া,23.2216233,89.3409129,bagherpara.jessore.gov.bd
174,20,Chougachha,চৌগাছা,0.0,0.0,chougachha.jessore.gov.bd
175,20,Jhikargacha,ঝিকরগাছা,23.1001273,89.0987978,jhikargacha.jessore.gov.bd
176,20,Keshabpur,কেশবপুর,22.918348,89.2112389,keshabpur.jessore.gov.bd
177,20,Jessore Sadar,যশোর সদর,23.1682713,89.2098441,sadar.jessore.gov.bd
178,20,Sharsha,শার্শা,49.783333,79.7,sharsha.jessore.gov.bd
179,21,Assasuni,আশাশুনি,22.5456097,89.1743059,assasuni.satkhira.gov.bd
180,21,Debhata,দেবহাটা,0.0,0.0,debhata.satkhira.gov.bd
181,21,Kalaroa,কলারোয়া,22.8784779,89.0471741,kalaroa.satkhira.gov.bd
182,21,Satkhira Sadar,সাতক্ষীরা সদর,0.0,0.0,satkhirasadar.satkhira.gov.bd
183,21,Shyamnagar,শ্যামনগর,22.8285164,88.3801893,shyamnagar.satkhira.gov.bd
184,21,Tala,তালা,40.5898491,-5.53579,tala.satkhira.gov.bd
185,21,Kaliganj,কালিগঞ্জ,23.71167265,88.28976333184055,kaliganj.satkhira.gov.bd
186,22,Mujibnagar,মুজিবনগর,23.6475127,88.59478803159078,mujibnagar.meherpur.gov.bd
187,22,Meherpur Sadar,মেহেরপুর সদর,0.0,0.0,meherpursadar.meherpur.gov.bd
188,22,Gangni,গাংনী,32.8381206,91.4093248,gangni.meherpur.gov.bd
189,23,Narail Sadar,নড়াইল সদর,0.0,0.0,narailsadar.narail.gov.bd
190,23,Lohagara,লোহাগড়া,25.8514804,87.8442549,lohagara.narail.gov.bd
191,23,Kalia,কালিয়া,60.3226841,60.0819128,kalia.narail.gov.bd
192,24,Chuadanga Sadar,চুয়াডাঙ্গা সদর,23.635151049999997,88.84736219413607,chuadangasadar.chuadanga.gov.bd
193,24,Alamdanga,আলমডাঙ্গা,23.7656496,88.9447428,alamdanga.chuadanga.gov.bd
194,24,Damurhuda,দামুড়হুদা,23.6142025,88.7627066,damurhuda.chuadanga.gov.bd
195,24,Jibannagar,জীবননগর,0.0,0.0,jibannagar.chuadanga.gov.bd
196,25,Kushtia Sadar,কুষ্টিয়া সদর,0.0,0.0,kushtiasadar.kushtia.gov.bd
197,25,Kumarkhali,কুমারখালী,23.8615887,89.2413168,kumarkhali.kushtia.gov.bd
198,25,Khoksa,খোকসা,18.0754445,102.9122937,khoksa.kushtia.gov.bd
199,25,Mirpur,মিরপুর,33.1486351,73.7482102,mirpurkushtia.kushtia.gov.bd
200,25,Daulatpur,দৌলতপুর,28.4697488,81.135877026294,daulatpur.kushtia.gov.bd
201,25,Bheramara,ভেড়ামারা,24.0202276,88.9971604,bheramara.kushtia.gov.bd
202,26,Shalikha,শালিখা,51.9979084,104.5846939,shalikha.magura.gov.bd
203,26,Sreepur,শ্রীপুর,26.86492655,85.78311691735945,sreepur.magura.gov.bd
204,26,Magura Sadar,মাগুরা সদর,-4.5786201,119.8243834,magurasadar.magura.gov.bd
205,26,Mohammadpur,মহম্মদপুর,28.2867452,76.2792598,mohammadpur.magura.gov.bd
206,27,Paikgasa,পাইকগাছা,22.7353083,89.2666824,paikgasa.khulna.gov.bd
207,27,Fultola,ফুলতলা,23.8690465,90.1476495,fultola.khulna.gov.bd
208,27,Digholia,দিঘলিয়া,22.8904648,89.5366911,digholia.khulna.gov.bd
209,27,Rupsha,রূপসা,29.257096400000002,81.5281144934748,rupsha.khulna.gov.bd
210,27,Terokhada,তেরখাদা,22.939248,89.6736478,terokhada.khulna.gov.bd
211,27,Dumuria,ডুমুরিয়া,22.8163016,89.4117044,dumuria.khulna.gov.bd
212,27,Botiaghata,বটিয়াঘাটা,0.0,0.0,botiaghata.khulna.gov.bd
213,27,Dakop,দাকোপ,22.6057911,89.4945166,dakop.khulna.gov.bd
214,27,Koyra,কয়রা,22.3881496,89.3260789,koyra.khulna.gov.bd
215,28,Fakirhat,ফকিরহাট,22.7809883,89.712665,fakirhat.bagerhat.gov.bd
216,28,Bagerhat Sadar,বাগেরহাট সদর,22.6554187,89.7971746,sadar.bagerhat.gov.bd
217,28,Mollahat,মোল্লাহাট,22.9576646,89.6798611,mollahat.bagerhat.gov.bd
218,28,Sarankhola,শরণখোলা,0.0,0.0,sarankhola.bagerhat.gov.bd
219,28,Rampal,রামপাল,22.5892885,89.6377943,rampal.bagerhat.gov.bd
220,28,Morrelganj,মোড়েলগঞ্জ,0.0,0.0,morrelganj.bagerhat.gov.bd
221,28,Kachua,কচুয়া,23.1504621,89.2700099,kachua.bagerhat.gov.bd
222,28,Mongla,মোংলা,22.4679228,89.6040074,mongla.bagerhat.gov.bd
223,28,Chitalmari,চিতলমারী,22.788227,89.8785812,chitalmari.bagerhat.gov.bd
224,29,Jhenaidah Sadar,ঝিনাইদহ সদর,23.530003200000003,89.17222114431088,sadar.jhenaidah.gov.bd
225,29,Shailkupa,শৈলকুপা,23.6883293,89.2540681,shailkupa.jhenaidah.gov.bd
226,29,Harinakundu,হরিণাকুন্ডু,23.5495244,89.167518,harinakundu.jhenaidah.gov.bd
227,29,Kaliganj,কালীগঞ্জ,23.71167265,88.28976333184055,kaliganj.jhenaidah.gov.bd
228,29,Kotchandpur,কোটচাঁদপুর,23.411486,89.0054199,kotchandpur.jhenaidah.gov.bd
229,29,Moheshpur,মহেশপুর,24.7336963,91.2823319,moheshpur.jhenaidah.gov.bd
230,30,Jhalakathi Sadar,ঝালকাঠি সদর,22.6843646,90.19110504454349,sadar.jhalakathi.gov.bd
231,30,Kathalia,কাঠালিয়া,23.3745946,91.35803941513026,kathalia.jhalakathi.gov.bd
232,30,Nalchity,নলছিটি,22.6347382,90.2703307,nalchity.jhalakathi.gov.bd
233,30,Rajapur,রাজাপুর,16.63868985,73.54605189510137,rajapur.jhalakathi.gov.bd
234,31,Bauphal,বাউফল,22.4168127,90.5589509,bauphal.patuakhali.gov.bd
235,31,Patuakhali Sadar,পটুয়াখালী সদর,22.3589664,90.3310543,sadar.patuakhali.gov.bd
236,31,Dumki,দুমকি,28.8690744,75.4455947,dumki.patuakhali.gov.bd
237,31,Dashmina,দশমিনা,22.2832457,90.5622027,dashmina.patuakhali.gov.bd
238,31,Kalapara,কলাপাড়া,21.9860055,90.2232185,kalapara.patuakhali.gov.bd
239,31,Mirzaganj,মির্জাগঞ্জ,24.3968692,86.1662221,mirzaganj.patuakhali.gov.bd
240,31,Galachipa,গলাচিপা,22.1252417,90.4106998,galachipa.patuakhali.gov.bd
241,31,Rangabali,রাঙ্গাবালী,21.93262985,90.44849174356476,rangabali.patuakhali.gov.bd
242,32,Pirojpur Sadar,পিরোজপুর সদর,22.5789611,89.9691003,sadar.pirojpur.gov.bd
243,32,Nazirpur,নাজিরপুর,25.0770539,90.8232318,nazirpur.pirojpur.gov.bd
244,32,Kawkhali,কাউখালী,22.6261283,90.0592775,kawkhali.pirojpur.gov.bd
245,32,Zianagar,জিয়ানগর,22.4839617,89.9643591,zianagar.pirojpur.gov.bd
246,32,Bhandaria,ভান্ডারিয়া,23.71958,83.86720090469687,bhandaria.pirojpur.gov.bd
247,32,Mathbaria,মঠবাড়ীয়া,22.2875917,89.9592718,mathbaria.pirojpur.gov.bd
248,32,Nesarabad,নেছারাবাদ,22.73188895,90.10222738081475,nesarabad.pirojpur.gov.bd
249,33,Barisal Sadar,বরিশাল সদর,22.7046314,90.3711417,barisalsadar.barisal.gov.bd
250,33,Bakerganj,বাকেরগঞ্জ,22.5406451,90.3336522,bakerganj.barisal.gov.bd
